,author,author_id,average_rating,book_id,ratings_count,title,title_query,title_match,gender,num_pages
1433,James Patterson,3780.0,4.09,7156505.0,38752.0,THE 9TH JUDGMENT,THE 9TH JUDGMENT,True,male,355
1434,Mary Alice Monroe,5080.0,4.14,36373870.0,3444.0,BEACH HOUSE REUNION,BEACH HOUSE REUNION,True,female,389
1435,Christopher Moore,16218.0,3.86,33458.0,29709.0,THE COVE,THE COVE,True,male,304
1436,Patrick Rothfuss,108424.0,3.91,21535271.0,92380.0,THE SLOW REGARD OF SILENT THINGS,THE SLOW REGARD OF SILENT THINGS,True,male,159
1437,John Sandford,4610.0,4.29,26025992.0,17204.0,EXTREME PREY,EXTREME PREY,True,male,406
1438,Rachel Kushner,164139.0,3.52,36373648.0,15394.0,THE MARS ROOM,THE MARS ROOM,True,female,338
1439,Janet Evanovich,2384.0,3.78,12275680.0,30247.0,WICKED BUSINESS,WICKED BUSINESS,True,female,299
1440,George R.R. Martin,346732.0,4.45,13496.0,1704142.0,ICE,ICE,True,male,848
1441,Diana Gabaldon,3617.0,4.44,2832909.0,100317.0,AN ECHO IN THE BONE,AN ECHO IN THE BONE,True,female,1149
1442,Ian Caldwell,11111.0,3.71,22609406.0,8809.0,THE FIFTH GOSPEL,THE FIFTH GOSPEL,True,male,431
1443,Sherrilyn Kenyon,4430.0,4.19,21858682.0,3485.0,BORN OF VENGEANCE,BORN OF VENGEANCE,True,None,406
1444,Richard Paul Evans,46097.0,4.3,18144105.0,7065.0,WALKING ON WATER,WALKING ON WATER,True,male,320
1445,Linda Howard,16961.0,3.77,7046510.0,8760.0,VEIL OF NIGHT,VEIL OF NIGHT,True,female,352
1446,Danielle Steel,14255.0,4.15,28936134.0,4448.0,THE AWARD,THE AWARD,True,female,336
1447,Joseph Roth,30681.0,3.87,57787.0,1620.0,THE EMPEROR'S TOMB,THE EMPEROR'S TOMB,True,male,157
1448,Elin Hilderbrand,88301.0,3.84,28962891.0,15877.0,WINTER STORMS,WINTER STORMS,True,None,246
1449,Elizabeth Peters,16549.0,3.87,32138.0,2357.0,DEVIL MAY CARE,DEVIL MAY CARE,True,female,352
1450,Catherine Coulter,1239.0,4.13,20821144.0,6567.0,THE LOST KEY,THE LOST KEY,True,female,464
1451,Jim Butcher,10746.0,4.42,12183815.0,8237.0,BRIEF CASES,BRIEF CASES,True,male,516
1452,David Weber,10517.0,4.11,3667676.0,4210.0,STORM FROM THE SHADOWS,STORM FROM THE SHADOWS,True,male,755
1453,John Hart,47072.0,4.12,5556466.0,30562.0,THE LAST CHILD,THE LAST CHILD,True,male,373
1454,Salman Rushdie,3299.0,3.99,14836.0,93467.0,MIDNIGHT,MIDNIGHT,True,male,647
1455,Laura Childs,88924.0,3.82,11733024.0,2152.0,AGONY OF THE LEAVES,AGONY OF THE LEAVES,True,female,320
1456,Toni Morrison,3534.0,3.71,23602473.0,18651.0,GOD HELP THE CHILD,GOD HELP THE CHILD,True,female,178
1457,Lee Child,5091.0,4.18,4494917.0,76325.0,GONE TOMORROW,GONE TOMORROW,True,male,441
1458,Richelle Mead,137902.0,3.9,2754510.0,28091.0,BORN TO DARKNESS,BORN TO DARKNESS,True,female,361
1459,Eric Jerome Dickey,12936.0,4.38,1686165.0,2265.0,RESURRECTING MIDNIGHT,RESURRECTING MIDNIGHT,True,male,None
1460,Melissa Francis,2890288.0,3.9,6319120.0,2637.0,BITE ME,BITE ME,True,female,296
1461,William Kent Krueger,71170.0,4.16,9998825.0,4621.0,NORTHWEST ANGLE,NORTHWEST ANGLE,True,male,357
1462,Janet Evanovich,2384.0,3.93,11746513.0,64766.0,EXPLOSIVE EIGHTEEN,EXPLOSIVE EIGHTEEN,True,female,305
1463,Mitch Albom,2331.0,4.33,32735857.0,27082.0,THE MAGIC STRINGS OF FRANKIE PRESTO,THE MAGIC STRINGS OF FRANKIE PRESTO,True,None,371
1464,Jennifer Weiner,9212.0,3.62,18144115.0,39508.0,ALL FALL DOWN,ALL FALL DOWN,True,female,384
1465,Dean Koontz,9355.0,3.97,32148091.0,18226.0,THE SILENT CORNER,THE SILENT CORNER,True,None,434
1466,Joanne Fluke,18819.0,3.48,28439435.0,4784.0,CHRISTMAS CARAMEL MURDER,CHRISTMAS CARAMEL MURDER,True,female,204
1467,Kathy Reichs,26372.0,3.98,281350.0,26762.0,GRAVE SECRET,GRAVE SECRET,True,female,315
1468,Mark Tufo,2990843.0,4.04,8167001.0,9844.0,FALLOUT,FALLOUT,True,male,404
1469,Augusten Burroughs,3058.0,4.02,32370.0,78153.0,THE DRY,THE DRY,True,male,293
1470,Anne Rice,7577.0,3.73,17262197.0,8131.0,THE WOLVES OF MIDWINTER,THE WOLVES OF MIDWINTER,True,female,388
1471,Kelley Armstrong,7581.0,4.26,3422075.0,14917.0,MEN OF THE OTHERWORLD,MEN OF THE OTHERWORLD,True,female,369
1472,Richard Laymon,83937.0,3.82,1467324.0,2711.0,STAKED,STAKED,True,male,441
1473,Dennis Lehane,10289.0,4.04,2830067.0,21802.0,THE GIVEN DAY,THE GIVEN DAY,True,None,704
1474,Elizabeth Peters,16549.0,3.82,2868766.0,3441.0,THE LAUGHTER OF DEAD KINGS,THE LAUGHTER OF DEAD KINGS,True,female,324
1475,Dennis Lehane,10289.0,3.89,13083008.0,19913.0,LIVE BY NIGHT,LIVE BY NIGHT,True,None,402
1476,Lee Child,5091.0,4.1,6977769.0,61100.0,61 HOURS,61 HOURS,True,male,383
1477,Jodi Picoult,7128.0,3.69,14865.0,87951.0,VANISHED,VANISHED,True,female,426
1478,Elin Hilderbrand,88301.0,3.77,16131025.0,26560.0,BEAUTIFUL DAY,BEAUTIFUL DAY,True,None,416
1479,Alan Furst,49941.0,3.9,2294328.0,5289.0,THE SPIES OF WARSAW,THE SPIES OF WARSAW,True,male,266
1480,Stuart Woods,3936.0,3.81,18079644.0,4132.0,STANDUP GUY,STANDUP GUY,True,male,320
1481,Wally Lamb,3505.0,3.22,30363103.0,6954.0,I'LL TAKE YOU THERE,I'LL TAKE YOU THERE,True,male,272
1482,David Baldacci,9291.0,4.22,26245853.0,51260.0,THE LAST MILE,THE LAST MILE,True,male,644
1483,Wayne Thomas Batson,33508.0,4.29,59326.0,3829.0,THE FINAL STORM,THE FINAL STORM,True,male,320
1484,Hanya Yanagihara,6571447.0,4.29,22822858.0,134754.0,A LITTLE LIFE,A LITTLE LIFE,True,female,720
1485,James Patterson,3780.0,3.45,13353667.0,35493.0,ZOO,ZOO,True,male,395
1486,Salman Rushdie,3299.0,3.38,24292310.0,9647.0,TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS,TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS,True,male,304
1487,Lisa Jackson,13757.0,3.97,500967.0,7197.0,DEEP FREEZE,DEEP FREEZE,True,female,512
1488,Danielle Steel,14255.0,3.93,2892420.0,6413.0,A GOOD WOMAN,A GOOD WOMAN,True,female,None
1489,Stuart Woods,3936.0,3.79,8991493.0,4781.0,STRATEGIC MOVES,STRATEGIC MOVES,True,male,8
1490,Joel C. Rosenberg,221833.0,4.21,9246711.0,6827.0,THE TWELFTH IMAM,THE TWELFTH IMAM,True,male,None
1491,Pierce Brown,6474348.0,4.27,15839976.0,181504.0,RED RISING,RED RISING,True,None,382
1492,Ben H. Winters,735413.0,3.84,32940838.0,19342.0,UNDERGROUND AIRLINES,UNDERGROUND AIRLINES,True,male,336
1494,Sean Williams,31321.0,4.0,34836148.0,8.0,THE OLD REPUBLIC: FATAL ALLIANCE,THE OLD REPUBLIC: FATAL ALLIANCE,True,male,None
1495,Joseph Kanon,12984.0,3.65,21943244.0,5729.0,LEAVING BERLIN,LEAVING BERLIN,True,male,371
1496,Glenn Beck,188932.0,3.82,15826004.0,6647.0,AGENDA 21,AGENDA 21,True,male,295
1497,Mike Greenberg,7944.0,3.68,15818396.0,4715.0,ALL YOU COULD ASK FOR,ALL YOU COULD ASK FOR,True,male,264
1498,Andre Dubus III,9785.0,3.46,2079538.0,4471.0,THE GARDEN OF LAST DAYS,THE GARDEN OF LAST DAYS,True,male,535
1499,Paulo Coelho,566.0,3.81,16054811.0,21307.0,MANUSCRIPT FOUND IN ACCRA,MANUSCRIPT FOUND IN ACCRA,True,male,208
1500,Jeffrey Eugenides,1467.0,3.43,10964693.0,105595.0,THE MARRIAGE PLOT,THE MARRIAGE PLOT,True,male,406
1501,Rainbow Rowell,4208569.0,3.55,18081809.0,139768.0,LANDLINE,LANDLINE,True,None,310
1502,Terry McMillan,20704.0,3.53,8176075.0,4470.0,GETTING TO HAPPY,GETTING TO HAPPY,True,None,375
1503,Raymond E. Feist,8588.0,4.04,11827476.0,5886.0,A CROWN IMPERILED,A CROWN IMPERILED,True,male,480
1504,Lisa Scottoline,20258.0,3.73,21853628.0,24378.0,FIFTEEN MINUTES,FIFTEEN MINUTES,True,female,435
1505,Anne Perry,6331.0,3.85,15798985.0,2737.0,MIDNIGHT AT MARBLE ARCH,MIDNIGHT AT MARBLE ARCH,True,female,352
1506,Suzanne Collins,153394.0,4.33,2767052.0,5629781.0,THE GAMES,THE GAMES,True,female,374
1507,Lara Adrian,375626.0,4.37,12042279.0,17701.0,DARKER AFTER MIDNIGHT,DARKER AFTER MIDNIGHT,True,female,384
1508,Mary Balogh,9759.0,3.78,5462087.0,5509.0,SEDUCING AN ANGEL,SEDUCING AN ANGEL,True,female,325
1509,Sadie Jones,821338.0,3.61,2054504.0,7838.0,OUTCAST,OUTCAST,True,female,352
1510,Stuart Woods,3936.0,3.88,13593568.0,4909.0,SEVERE CLEAR,SEVERE CLEAR,True,male,320
1511,Suzanne Collins,153394.0,4.29,6148028.0,2164598.0,INTO THE FIRE,INTO THE FIRE,True,female,391
1512,Lee Child,5091.0,4.04,17262159.0,50718.0,NEVER GO BACK,NEVER GO BACK,True,male,400
1513,Michael Connelly,12470.0,4.34,29154543.0,45207.0,THE WRONG SIDE OF GOODBYE,THE WRONG SIDE OF GOODBYE,True,male,388
1514,Ace Atkins,140695.0,3.84,23281911.0,3415.0,ROBERT B PARKER'S KICKBACK,ROBERT B PARKER'S KICKBACK,True,male,304
1515,Joseph Finder,63460.0,3.92,26892023.0,4340.0,GUILTY MINDS,GUILTY MINDS,True,male,400
1516,Terry Goodkind,3441.0,4.14,43889.0,208735.0,THE FIRST RULE,THE FIRST RULE,True,male,836
1517,James Patterson,3780.0,4.07,30079418.0,23416.0,16TH SEDUCTION,16TH SEDUCTION,True,male,355
1518,Barbara Taylor Bradford,5353.0,3.46,12799561.0,1783.0,LETTER FROM A STRANGER,LETTER FROM A STRANGER,True,female,432
1519,Richard Castle,1953433.0,3.76,7776678.0,20717.0,NAKED HEAT,NAKED HEAT,True,male,288
1520,Clive Cussler,18411.0,4.04,2055151.0,9658.0,PLAGUE SHIP,PLAGUE SHIP,True,male,515
1521,Sandra Brown,6218.0,3.99,2306910.0,13638.0,SMOKE SCREEN,SMOKE SCREEN,True,female,398
1522,Robert B. Parker,397.0,4.01,8806424.0,8845.0,SIXKILL,SIXKILL,True,male,293
1523,Martha Hall Kelly,14160478.0,4.3,25893693.0,132081.0,LILAC GIRLS,LILAC GIRLS,True,female,487
1524,Elmore Leonard,12940.0,3.66,12037108.0,8444.0,RAYLAN,RAYLAN,True,male,263
1525,Lisa Wingate,178832.0,4.36,32148570.0,188347.0,BEFORE WE WERE YOURS,BEFORE WE WERE YOURS,True,female,342
1526,Karen Traviss,12672.0,4.26,2174486.0,4152.0,ORDER 66,ORDER 66,True,female,432
1527,Jim Butcher,10746.0,4.02,47212.0,248842.0,STORM FRONT,STORM FRONT,True,male,322
1528,Tami Hoag,9890.0,4.04,10778948.0,12736.0,DOWN THE DARKEST ROAD,DOWN THE DARKEST ROAD,True,female,432
1529,Harper Lee,1825.0,3.31,24817626.0,197543.0,GO SET A WATCHMAN,GO SET A WATCHMAN,True,female,278
1530,Richard Paul Evans,46097.0,4.23,12275907.0,9691.0,THE ROAD TO GRACE,THE ROAD TO GRACE,True,male,234
1531,Sue Monk Kidd,4711.0,4.23,18079776.0,227571.0,THE INVENTION OF WINGS,THE INVENTION OF WINGS,True,female,384
1532,Michael Palmer,110485.0,3.78,3701072.0,2929.0,SECOND OPINION,SECOND OPINION,True,male,376
1533,John Irving,3075.0,3.66,12758317.0,23166.0,IN ONE PERSON,IN ONE PERSON,True,male,425
1534,Brian K. Vaughan,24514.0,4.09,156534.0,94579.0,THE LAST MAN,THE LAST MAN,True,male,130
1535,Catherine Coulter,1239.0,4.14,13126128.0,8306.0,BACKFIRE,BACKFIRE,True,female,405
1536,Robert B. Parker,397.0,3.97,3062753.0,7158.0,ROUGH WEATHER,ROUGH WEATHER,True,male,294
1537,Elizabeth Berg,3529.0,3.47,15798782.0,9137.0,TAPESTRY OF FORTUNES,TAPESTRY OF FORTUNES,True,female,219
1538,Joanne Fluke,18819.0,3.5,30346650.0,4426.0,BANANA CREAM PIE MURDER,BANANA CREAM PIE MURDER,True,female,355
1539,J.A. Jance,3453636.0,4.12,9633628.0,6384.0,BETRAYAL OF TRUST,BETRAYAL OF TRUST,True,female,344
1540,Margaret Stohl,2895707.0,3.64,23358109.0,6125.0,THE BLACK WIDOW,THE BLACK WIDOW,True,female,401
1541,Jeffery Deaver,1612.0,3.88,31423445.0,7437.0,THE BURIAL HOUR,THE BURIAL HOUR,True,male,480
1542,Pierce Brown,6474348.0,4.49,18966806.0,92397.0,MORNING STAR,MORNING STAR,True,None,524
1543,Philippa Gregory,9987.0,3.92,5971165.0,142202.0,THE WHITE QUEEN,THE WHITE QUEEN,True,female,408
1544,Charles Frazier,7130.0,3.68,40389469.0,6479.0,VARINA,VARINA,True,male,368
1545,Stephen King,3389.0,4.09,25526965.0,66731.0,END OF WATCH,END OF WATCH,True,male,432
1546,Homer,903.0,3.75,1381.0,782943.0,HOME,HOME,True,male,541
1547,Curtis Sittenfeld,6429.0,3.73,2807199.0,46327.0,AMERICAN WIFE,AMERICAN WIFE,True,male,555
1548,Russell Banks,15128.0,3.99,227751.0,3162.0,AFFLICTION,AFFLICTION,True,male,368
1549,Max Brooks,5791.0,4.01,8908.0,381680.0,Z,Z,True,None,342
1550,Lois McMaster Bujold,16094.0,3.81,25155958.0,6443.0,GENTLEMAN JOLE AND THE RED QUEEN,GENTLEMAN JOLE AND THE RED QUEEN,True,female,352
1551,Elizabeth Lowell,19051.0,3.88,2183985.0,3276.0,BLUE SMOKE AND MURDER,BLUE SMOKE AND MURDER,True,female,404
1552,Anne Tyler,457.0,3.91,60792.0,89169.0,THE TOURIST,THE TOURIST,True,female,352
1553,Dale Brown,2989.0,3.87,9682773.0,1354.0,A TIME FOR PATRIOTS,A TIME FOR PATRIOTS,True,male,400
1554,Carlos Ruiz Zafón,815.0,3.99,13623012.0,51223.0,THE PRISONER OF HEAVEN,THE PRISONER OF HEAVEN,True,male,278
1555,Liane Moriarty,322069.0,3.7,23751850.0,79518.0,THE HYPNOTIST,THE HYPNOTIST,True,None,466
1556,Dave Eggers,3371.0,3.29,13722902.0,24985.0,A HOLOGRAM FOR THE KING,A HOLOGRAM FOR THE KING,True,male,312
1557,Fern Michaels,2609.0,3.65,8582723.0,1607.0,SOUTHERN COMFORT,SOUTHERN COMFORT,True,female,248
1558,Jenny Han,151371.0,3.85,13406425.0,23150.0,BURN,BURN,True,female,356
1559,B.J. Novak,7115158.0,3.66,18007533.0,36420.0,ONE MORE THING,ONE MORE THING,True,male,288
1560,Danielle Steel,14255.0,3.76,18104697.0,5954.0,POWER PLAY,POWER PLAY,True,female,339
1561,Robert Jackson Bennett,2916869.0,4.32,37173847.0,5978.0,FOUNDERS,FOUNDERS,True,male,512
1562,Daisy Whitney,3081700.0,3.83,12157780.0,3621.0,IF YOU WERE HERE,IF YOU WERE HERE,True,female,264
1563,C.L. Taylor,7078175.0,3.78,16199630.0,10179.0,THE ACCIDENT,THE ACCIDENT,True,female,404
1564,Jane Austen,1265.0,3.99,6969.0,557315.0,EMMA,EMMA,True,female,474
1565,Anita Diamant,626222.0,3.66,6330323.0,12721.0,DAY AFTER NIGHT,DAY AFTER NIGHT,True,female,294
1566,Rebecca Wells,3489.0,3.68,5148758.0,9368.0,THE CROWNING GLORY OF CALLA LILY PONDER,THE CROWNING GLORY OF CALLA LILY PONDER,True,female,395
1567,Jodi Picoult,7128.0,4.27,15753740.0,146295.0,THE STORYTELLER,THE STORYTELLER,True,female,460
1568,Tara Brown,5768382.0,4.37,18464478.0,599.0,THE REDEEMER,THE REDEEMER,True,female,226
1569,Christie Golden,7710.0,4.1,6290885.0,7165.0,ARTHAS,ARTHAS,True,female,320
1570,Luanne Rice,5076.0,3.78,3733297.0,4880.0,THE GEOMETRY OF SISTERS,THE GEOMETRY OF SISTERS,True,female,319
1571,Neil Gaiman,1221698.0,3.99,15783514.0,403529.0,THE OCEAN AT THE END OF THE LANE,THE OCEAN AT THE END OF THE LANE,True,male,181
1572,Haruki Murakami,3354.0,3.54,24013720.0,14771.0,WIND/PINBALL,WIND/PINBALL,True,male,234
1573,Anthony Doerr,28186.0,4.33,18143977.0,763180.0,ALL THE LIGHT WE CANNOT SEE,ALL THE LIGHT WE CANNOT SEE,True,male,531
1574,Brendan Reichs,3399125.0,3.68,30142139.0,4589.0,NEMESIS,NEMESIS,True,male,443
1575,Joel C. Rosenberg,221833.0,4.22,35605702.0,3441.0,THE KREMLIN CONSPIRACY,THE KREMLIN CONSPIRACY,True,male,470
1576,Ian Doescher,6897756.0,3.95,17262540.0,16425.0,WILLIAM SHAKESPEARE'S STAR WARS,WILLIAM SHAKESPEARE'S STAR WARS,True,male,174
1577,Mariah Fredericks,259431.0,3.41,539566.0,779.0,CRUNCH TIME,CRUNCH TIME,True,female,336
1578,John  Ross,8156113.0,4.45,78082.0,577.0,UNINTENDED CONSEQUENCES,UNINTENDED CONSEQUENCES,True,male,None
1579,Nelson DeMille,1238.0,3.74,3216451.0,15109.0,THE GATE HOUSE,THE GATE HOUSE,True,male,677
1580,Harlan Coben,24689.0,3.96,43926.0,23758.0,INNOCENT,INNOCENT,True,None,503
1581,Brad Thor,5088.0,4.22,13117308.0,16080.0,BLACK LIST,BLACK LIST,True,male,371
1582,Douglas Preston,12577.0,3.69,18665948.0,4345.0,THE KRAKEN PROJECT,THE KRAKEN PROJECT,True,male,352
1583,James Patterson,3780.0,3.64,5551522.0,22009.0,SWIMSUIT,SWIMSUIT,True,male,391
1584,Chris Bohjalian,3509.0,3.66,30211957.0,14883.0,THE SLEEPWALKER,THE SLEEPWALKER,True,male,304
1585,Kyle Mills,76671.0,4.29,34324620.0,9457.0,ENEMY OF THE STATE,ENEMY OF THE STATE,True,male,388
1586,Christie Golden,7710.0,3.81,34364387.0,3393.0,BATTLEFRONT II: INFERNO SQUAD,BATTLEFRONT II: INFERNO SQUAD,True,female,336
1587,Jo Nesbø,904719.0,3.51,23602504.0,18252.0,BLOOD ON SNOW,BLOOD ON SNOW,True,male,207
1588,Stephanie  Clifford,11724346.0,2.94,23605009.0,5515.0,EVERYBODY RISE,EVERYBODY RISE,True,female,384
1589,Kathy Reichs,26372.0,3.91,24338293.0,12209.0,SPEAKING IN BONES,SPEAKING IN BONES,True,female,336
1590,Ilona Andrews,21748.0,4.52,12119529.0,33861.0,MAGIC BREAKS,MAGIC BREAKS,True,female,381
1591,Susan Elizabeth Phillips,41313.0,3.73,19367048.0,13074.0,HEROES ARE MY WEAKNESS,HEROES ARE MY WEAKNESS,True,female,352
1592,Colson Whitehead,10029.0,4.03,30555488.0,183042.0,THE UNDERGROUND RAILROAD,THE UNDERGROUND RAILROAD,True,male,306
1593,Karen   White,160033.0,3.9,25431172.0,9868.0,THE FORGOTTEN ROOM,THE FORGOTTEN ROOM,True,female,371
1594,Anne Perry,6331.0,3.93,10837824.0,2479.0,DORCHESTER TERRACE,DORCHESTER TERRACE,True,female,320
1595,Elmore Leonard,12940.0,3.52,5640796.0,3583.0,ROAD DOGS,ROAD DOGS,True,male,262
1596,Greg Iles,19696.0,4.44,31139037.0,14840.0,MISSISSIPPI BLOOD,MISSISSIPPI BLOOD,True,male,704
1597,Jack Higgins,19706.0,3.88,12267651.0,1717.0,A DEVIL IS WAITING,A DEVIL IS WAITING,True,male,336
1598,Jojo Moyes,281810.0,3.57,29430049.0,19830.0,PARIS FOR ONE AND OTHER STORIES,PARIS FOR ONE AND OTHER STORIES,True,female,274
1599,Haruki Murakami,3354.0,3.82,9557.0,89405.0,SWEETHEART,SWEETHEART,True,male,229
1600,Maya Banks,24978.0,3.89,17912980.0,9518.0,AFTER THE STORM,AFTER THE STORM,True,None,392
1601,Mary Oliver,23988.0,4.26,20821239.0,2816.0,BLUE HORSES,BLUE HORSES,True,female,79
1602,Jude Deveraux,28574.0,3.92,7266940.0,5391.0,SCARLET NIGHTS,SCARLET NIGHTS,True,female,376
1603,Adriana Trigiani,9219.0,3.47,17888950.0,8832.0,THE SUPREME MACARONI COMPANY,THE SUPREME MACARONI COMPANY,True,female,352
1604,John Sandford,4610.0,4.16,5867331.0,13072.0,WICKED PREY,WICKED PREY,True,male,None
1605,Alexander McCall Smith,4738.0,3.78,2502504.0,6204.0,THE COMFORTS OF A MUDDY SATURDAY,THE COMFORTS OF A MUDDY SATURDAY,True,male,240
1606,Robert   Harris,575.0,3.44,11429709.0,9808.0,THE FEAR INDEX,THE FEAR INDEX,True,None,323
1607,Lauren Weisberger,3490.0,3.33,426775.0,72395.0,CHASING HARRY WINSTON,CHASING HARRY WINSTON,True,female,288
1608,Sister Souljah,29621.0,4.23,7841340.0,2852.0,MIDNIGHT AND THE MEANING OF LOVE,MIDNIGHT AND THE MEANING OF LOVE,True,female,608
1609,Tana French,138825.0,3.85,23398965.0,49786.0,THE SECRET PLACE,THE SECRET PLACE,True,female,480
1610,Elizabeth Berg,3529.0,3.26,22716467.0,5537.0,THE DREAM LOVER,THE DREAM LOVER,True,female,368
1611,Wally Lamb,3505.0,3.86,5203.0,287639.0,UNDONE,UNDONE,True,male,465
1612,Nina George,695300.0,3.5,23278537.0,63332.0,THE LITTLE PARIS BOOKSHOP,THE LITTLE PARIS BOOKSHOP,True,female,392
1613,Laurell K. Hamilton,9550.0,4.14,2798094.0,26639.0,SWALLOWING DARKNESS,SWALLOWING DARKNESS,True,female,365
1614,Philip Roth,463.0,3.71,3015764.0,12715.0,INDIGNATION,INDIGNATION,True,male,233
1615,Jeffery Deaver,1612.0,4.04,25861995.0,10080.0,THE STEEL KISS,THE STEEL KISS,True,male,486
1616,David Weber,10517.0,3.22,7892754.0,3032.0,OUT OF THE DARK,OUT OF THE DARK,True,male,381
1617,John Sandford,4610.0,4.19,23281640.0,18573.0,GATHERING PREY,GATHERING PREY,True,male,407
1618,Clive Cussler,18411.0,3.96,15712052.0,7124.0,POSEIDON'S ARROW,POSEIDON'S ARROW,True,male,14
1619,Sherrilyn Kenyon,4430.0,4.52,13079147.0,7735.0,BORN OF FURY,BORN OF FURY,True,None,704
1620,Helen MacInnes,54915.0,3.94,550739.0,1532.0,AGENT IN PLACE,AGENT IN PLACE,True,female,320
1621,Dean Koontz,9355.0,3.95,13154933.0,23597.0,ODD APOCALYPSE,ODD APOCALYPSE,True,None,464
1622,Morgan Matson,3351454.0,3.83,32333338.0,12315.0,SAVE THE DATE,SAVE THE DATE,True,female,432
1623,Emily St. John Mandel,2786093.0,4.03,20170404.0,242848.0,STATION ELEVEN,STATION ELEVEN,True,female,336
1624,Jacqueline Winspear,5023.0,4.22,35068555.0,6850.0,TO DIE BUT ONCE,TO DIE BUT ONCE,True,None,336
1625,Margaret Atwood,3472.0,4.02,72579.0,88276.0,GRACE,GRACE,True,female,468
1626,James Patterson,3780.0,3.33,10844125.0,15734.0,THE CHRISTMAS WEDDING,THE CHRISTMAS WEDDING,True,male,266
1627,Jeff Lindsay,10482.0,3.73,2999282.0,20419.0,DEXTER BY DESIGN,DEXTER BY DESIGN,True,None,304
1628,J.A. Jance,3453636.0,3.91,15803484.0,3405.0,DEADLY STAKES,DEADLY STAKES,True,female,None
1629,Kaye Gibbons,3501.0,3.74,179125.0,1782.0,SIGHT UNSEEN,SIGHT UNSEEN,True,female,240
1630,Sherryl Woods,59446.0,4.14,11106413.0,3845.0,AN O'BRIEN FAMILY CHRISTMAS,AN O'BRIEN FAMILY CHRISTMAS,True,None,282
1631,Karen   White,160033.0,4.04,32281670.0,7729.0,THE NIGHT THE LIGHTS WENT OUT,THE NIGHT THE LIGHTS WENT OUT,True,female,15
1632,Ursula K. Le Guin,874602.0,4.09,13662.0,75808.0,THE TOMBS,THE TOMBS,True,female,180
1633,John Carreyrou,17575761.0,4.48,37976541.0,43450.0,BAD BLOOD,BAD BLOOD,True,male,299
1634,Stephen King,3389.0,4.1,16130549.0,138149.0,DOCTOR SLEEP,DOCTOR SLEEP,True,male,531
1635,Joanne Fluke,18819.0,3.73,15811630.0,8041.0,RED VELVET CUPCAKE MURDER,RED VELVET CUPCAKE MURDER,True,female,325
1636,David Baldacci,9291.0,4.0,11007587.0,56376.0,ZERO DAY,ZERO DAY,True,male,434
1637,Hergé,2802356.0,4.05,146122.0,11957.0,PHARAOH,PHARAOH,True,male,63
1638,Ace Atkins,140695.0,3.92,18667799.0,3722.0,ROBERT B PARKER'S CHEAP SHOT,ROBERT B PARKER'S CHEAP SHOT,True,male,308
1639,Martha Grimes,14150.0,3.8,18775347.0,2904.0,VERTIGO 42,VERTIGO 42,True,female,336
1640,Alessandro Baricco,908.0,3.83,61264.0,29319.0,SILKS,SILKS,True,male,91
1641,Laurell K. Hamilton,9550.0,3.81,27836564.0,8233.0,CRIMSON DEATH,CRIMSON DEATH,True,female,720
1642,Debbie Macomber,11349.0,4.05,3337374.0,7220.0,A CEDAR COVE CHRISTMAS,A CEDAR COVE CHRISTMAS,True,female,256
1643,Nicholas Sparks,2345.0,3.95,24820165.0,55266.0,SEE ME,SEE ME,True,male,486
1644,Jennifer Weiner,9212.0,3.5,6066819.0,55509.0,BEST FRIENDS FOREVER,BEST FRIENDS FOREVER,True,female,368
1645,Emily Snow,6519108.0,3.93,15981894.0,36085.0,IT DEVOURS!,IT DEVOURS!,True,female,202
1646,Paul Jenkins,12803.0,3.89,1121387.0,679.0,THE SENTRY,THE SENTRY,True,male,240
1647,Kate Morton,615274.0,4.05,21104828.0,81206.0,THE LAKE HOUSE,THE LAKE HOUSE,True,None,495
1648,Janet Evanovich,2384.0,3.94,7023554.0,67973.0,SIZZLING SIXTEEN,SIZZLING SIXTEEN,True,female,371
1649,Jean M. Auel,861.0,3.29,8318666.0,25481.0,THE LAND OF PAINTED CAVES,THE LAND OF PAINTED CAVES,True,female,757
1650,Lisa See,713.0,3.6,18404427.0,27164.0,CHINA DOLLS,CHINA DOLLS,True,female,376
1651,Christopher Reich,49607.0,3.92,6187445.0,3237.0,RULES OF VENGEANCE,RULES OF VENGEANCE,True,male,432
1652,Margaret Atwood,3472.0,3.95,78433.0,123027.0,THE ASSASSIN,THE ASSASSIN,True,female,637
1653,Andrew Gross,8214.0,3.7,18505749.0,2707.0,EVERYTHING TO LOSE,EVERYTHING TO LOSE,True,male,325
1654,Joanne Fluke,18819.0,3.8,8801482.0,8183.0,DEVIL'S FOOD CAKE MURDER,DEVIL'S FOOD CAKE MURDER,True,female,322
1655,Richard Powers,11783.0,4.23,35187203.0,8414.0,THE OVERSTORY,THE OVERSTORY,True,male,502
1656,Stieg Larsson,706255.0,4.13,2429135.0,2237395.0,THE GIRL WITH THE DRAGON TATTOO,THE GIRL WITH THE DRAGON TATTOO,True,male,465
1657,Eamon Ambrose,14229489.0,3.95,29327183.0,328.0,ZERO HOUR,ZERO HOUR,True,male,30
